RowID,OrderID,OrderDate,CustomerID,ProductID,ProductName,Sales,Quantity
1186,CA-2014-127131,24/11/14,HR-14830,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6
1187,CA-2014-127131,24/11/14,HR-14830,OFF-PA-10001800,Xerox 220,25.92,4
1188,CA-2014-127131,24/11/14,HR-14830,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2
1189,CA-2017-117212,26/2/17,BT-11530,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4
1190,CA-2017-117212,26/2/17,BT-11530,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,889.536,8
1191,CA-2017-117212,26/2/17,BT-11530,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,892.224,3
1192,CA-2017-117212,26/2/17,BT-11530,OFF-PA-10001970,Xerox 1908,223.92,4
1193,CA-2017-117212,26/2/17,BT-11530,OFF-PA-10000682,Xerox 1924,23.12,4
1194,US-2015-130519,15/9/15,NG-18355,OFF-PA-10001937,Xerox 21,15.552,3
1195,US-2015-130519,15/9/15,NG-18355,FUR-FU-10002268,Ultra Door Push Plate,15.712,4
1196,US-2015-130519,15/9/15,NG-18355,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",24.672,2
1197,US-2015-130519,15/9/15,NG-18355,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",55.968,1
1198,CA-2016-130946,8/4/16,ZC-21910,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9
1199,CA-2016-130946,8/4/16,ZC-21910,FUR-CH-10004540,Global Chrome Stack Chair,95.984,4
1200,CA-2016-130946,8/4/16,ZC-21910,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,1088.792,4
1201,CA-2016-114727,18/7/16,LS-16945,FUR-CH-10002335,Hon GuestStacker Chair,544.008,3
1202,CA-2016-114727,18/7/16,LS-16945,OFF-BI-10004967,Round Ring Binders,1.872,3
1203,CA-2016-114727,18/7/16,LS-16945,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3
1204,CA-2016-114727,18/7/16,LS-16945,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2
1205,CA-2016-114727,18/7/16,LS-16945,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3
1206,CA-2017-133235,1/8/17,LH-16750,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,271.96,5
1207,CA-2016-137050,14/7/16,SW-20755,OFF-ST-10004634,"Personal Folder Holder, Ebony",11.21,1
1208,CA-2016-137050,14/7/16,SW-20755,OFF-BI-10002160,Acco Hanging Data Binders,9.144,3
1209,CA-2016-137050,14/7/16,SW-20755,OFF-FA-10002988,Ideal Clamps,14.07,7
1210,CA-2016-137050,14/7/16,SW-20755,OFF-AR-10004999,Newell 315,41.86,7
1211,CA-2016-137050,14/7/16,SW-20755,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,8.544,2
1212,CA-2016-137050,14/7/16,SW-20755,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4
1213,US-2017-118087,9/9/17,SP-20620,FUR-CH-10004860,Global Low Back Tilter Chair,141.372,2
1214,US-2017-118087,9/9/17,SP-20620,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,3.036,2
1215,US-2017-118087,9/9/17,SP-20620,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1
1216,US-2017-118087,9/9/17,SP-20620,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",4.672,1
1217,US-2017-118087,9/9/17,SP-20620,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,95.88,3
1218,US-2017-118087,9/9/17,SP-20620,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2
1219,US-2017-118087,9/9/17,SP-20620,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,258.696,3
1220,US-2017-118087,9/9/17,SP-20620,TEC-PH-10002200,Samsung Galaxy Note 2,1931.958,7
1221,CA-2014-110184,12/7/14,BF-11170,OFF-ST-10000107,Fellowes Super Stor/Drawer,249.75,9
1222,CA-2014-110184,12/7/14,BF-11170,TEC-PH-10000439,GE DSL Phone Line Filter,255.936,8
1223,CA-2016-126004,4/12/16,BM-11140,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3
1224,CA-2016-126004,4/12/16,BM-11140,TEC-AC-10001432,Enermax Aurora Lite Keyboard,78.15,1
1225,CA-2016-126004,4/12/16,BM-11140,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,1.728,1
1226,CA-2016-126004,4/12/16,BM-11140,OFF-PA-10001685,Easy-staple paper,40.56,4
1227,CA-2016-126004,4/12/16,BM-11140,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,182.94,3
1228,CA-2016-126004,4/12/16,BM-11140,OFF-ST-10000676,Fellowes Econo/Stor Drawers,193.86,2
1229,CA-2017-100013,6/11/17,ZC-21910,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2
1230,CA-2017-100013,6/11/17,ZC-21910,FUR-FU-10001424,Dax Clear Box Frame,8.73,1
1231,CA-2017-100013,6/11/17,ZC-21910,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2
1232,CA-2015-132570,31/10/15,KT-16480,OFF-AR-10000369,Design Ebony Sketching Pencil,2.78,2
1233,CA-2015-132570,31/10/15,KT-16480,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2
1234,CA-2016-153682,30/5/16,BG-11695,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,839.988,2
1235,CA-2016-144344,28/10/16,PG-18820,FUR-FU-10000076,24-Hour Round Wall Clock,47.952,3
1236,CA-2016-144344,28/10/16,PG-18820,OFF-BI-10003719,Large Capacity Hanging Post Binders,37.425,5
1237,CA-2016-144344,28/10/16,PG-18820,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2
1238,CA-2016-144344,28/10/16,PG-18820,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3
1239,CA-2014-127012,11/8/14,GM-14680,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",12.35,1
1240,CA-2014-127012,11/8/14,GM-14680,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1
1241,CA-2014-127012,11/8/14,GM-14680,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2
1242,CA-2016-128727,29/8/16,MO-17800,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,22,4
1243,US-2016-162859,15/2/16,PG-18820,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,398.352,3
1244,US-2016-162859,15/2/16,PG-18820,OFF-FA-10000304,Advantus Push Pins,8.72,4
1245,CA-2017-133641,14/5/17,EJ-14155,OFF-EN-10004955,Fashion Color Clasp Envelopes,48.69,9
1246,CA-2014-168494,12/12/14,NP-18700,FUR-TA-10004619,Hon Non-Folding Utility Tables,764.688,6
1247,CA-2014-168494,12/12/14,NP-18700,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,3610.848,12
1248,CA-2014-168494,12/12/14,NP-18700,FUR-BO-10004467,Bestar Classic Bookcase,254.9745,3
1249,CA-2017-115602,18/12/17,DJ-13630,OFF-AR-10002280,Staples in misc. colors,38.82,6
1250,CA-2017-115602,18/12/17,DJ-13630,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9
1251,CA-2017-115602,18/12/17,DJ-13630,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13
1252,CA-2017-115602,18/12/17,DJ-13630,OFF-AR-10000462,Sanford Pocket Accent Highlighters,3.2,2
1253,CA-2015-154956,4/7/15,IM-15070,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,1099.96,4
1254,CA-2017-144638,10/3/17,MH-18115,OFF-AR-10003958,Newell 337,5.248,2
1255,CA-2017-144638,10/3/17,MH-18115,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,35.91,3
1256,CA-2017-144638,10/3/17,MH-18115,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,6.696,1
1257,CA-2017-144638,10/3/17,MH-18115,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,43.872,2
1258,US-2016-168620,24/12/16,RB-19795,OFF-BI-10001575,GBC Linen Binding Covers,27.882,3
1259,US-2016-168620,24/12/16,RB-19795,OFF-ST-10003716,Tennsco Double-Tier Lockers,540.048,3
1260,US-2016-168620,24/12/16,RB-19795,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,255.68,8
1261,CA-2017-117079,23/10/17,JR-15700,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3
1262,US-2016-144393,28/10/16,SM-20950,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,4
1263,CA-2017-105053,7/7/17,CS-12355,OFF-BI-10001634,Wilson Jones Active Use Binders,17.472,3
1264,CA-2016-155992,1/10/16,CC-12220,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2
1265,CA-2016-155992,1/10/16,CC-12220,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,41.85,5
1266,CA-2017-110380,2/9/17,PF-19225,OFF-AR-10000422,Pencil and Crayon Sharpener,6.57,3
1267,US-2014-167738,24/12/14,JC-16105,OFF-ST-10003306,Letter Size Cart,142.86,1
1268,US-2014-167738,24/12/14,JC-16105,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",292.272,6
1269,CA-2017-121412,23/9/17,BG-11695,FUR-FU-10000246,Aluminum Document Frame,29.328,3
1270,CA-2017-100426,4/6/17,DC-12850,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2
1271,US-2016-103646,21/4/16,SP-20545,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4
1272,US-2016-103646,21/4/16,SP-20545,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3
1273,US-2016-103646,21/4/16,SP-20545,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",44.848,8
1274,CA-2016-119186,26/5/16,MS-17710,OFF-PA-10004621,Xerox 212,10.368,2
1275,CA-2016-119186,26/5/16,MS-17710,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,388.43,5
1276,CA-2016-119186,26/5/16,MS-17710,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3
1277,CA-2016-119186,26/5/16,MS-17710,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,63.992,1
1278,CA-2016-148698,2/5/16,BD-11770,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3
1279,CA-2014-163293,8/9/14,KC-16255,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,32.97,3
1280,CA-2014-163293,8/9/14,KC-16255,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4
1281,CA-2016-160815,5/9/16,TR-21325,TEC-PH-10003505,Geemarc AmpliPOWER60,278.4,3
1282,CA-2017-122154,9/4/17,SA-20830,OFF-LA-10000121,Avery 48,15.12,3
1283,CA-2017-122154,9/4/17,SA-20830,OFF-BI-10002026,Avery Arch Ring Binders,17.43,1
1284,CA-2017-122154,9/4/17,SA-20830,OFF-PA-10000994,Xerox 1915,251.64,3
1285,US-2015-149692,6/12/15,KW-16435,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,2.772,7
1286,CA-2016-119445,26/6/16,GM-14500,OFF-ST-10000617,Woodgrain Magazine Files by Perma,14.9,5
1287,CA-2015-124268,4/7/15,AD-10180,OFF-AR-10004817,Colorific Watercolor Pencils,15.48,3
1288,CA-2016-154711,22/11/16,TB-21355,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,39.88,2
1289,CA-2016-154711,22/11/16,TB-21355,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4
1290,CA-2016-154711,22/11/16,TB-21355,OFF-AR-10001860,BIC Liqua Brite Liner,20.82,3
1291,CA-2016-163384,10/11/16,CC-12430,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4
1292,CA-2016-163384,10/11/16,CC-12430,OFF-PA-10003172,Xerox 1996,32.4,5
1293,CA-2015-101707,27/8/15,PF-19165,OFF-SU-10001218,Fiskars Softgrip Scissors,32.94,3
1294,CA-2015-101707,27/8/15,PF-19165,OFF-PA-10002968,Xerox 1973,114.2,5
1295,CA-2015-101707,27/8/15,PF-19165,OFF-LA-10000134,Avery 511,3.08,1
1296,CA-2015-138898,25/5/15,JH-16180,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13
1297,CA-2017-115427,30/12/17,EB-13975,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2
1298,CA-2017-115427,30/12/17,EB-13975,OFF-BI-10004632,GBC Binding covers,20.72,2
1299,CA-2016-134425,8/12/16,QJ-19255,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,114.95,5
1300,CA-2015-121391,4/10/15,AA-10315,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2
1301,CA-2016-137043,23/12/16,LC-17140,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6
1302,CA-2016-137043,23/12/16,LC-17140,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3
1303,CA-2015-115847,19/9/15,TC-21535,FUR-BO-10003433,Sauder Cornerstone Collection Library,61.96,2
1304,US-2017-126179,3/7/17,CS-12460,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1
1305,US-2017-126179,3/7/17,CS-12460,TEC-PH-10001557,Pyle PMP37LED,287.97,3
1306,CA-2016-101966,14/7/16,BM-11785,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7
1307,CA-2016-141397,20/6/16,RC-19825,OFF-PA-10002986,Xerox 1898,46.76,7
1308,CA-2016-141397,20/6/16,RC-19825,OFF-BI-10000320,GBC Plastic Binding Combs,17.712,3
1309,CA-2016-141397,20/6/16,RC-19825,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,21.78,2
1310,CA-2016-141397,20/6/16,RC-19825,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3
1311,CA-2016-141397,20/6/16,RC-19825,FUR-CH-10003846,Hon Valutask Swivel Chairs,161.568,2
1312,CA-2016-141082,9/12/16,FM-14380,OFF-LA-10001404,Avery 517,3.69,1
1313,CA-2016-141082,9/12/16,FM-14380,OFF-LA-10001474,Avery 477,122.12,4
1314,US-2016-134488,24/9/16,PK-19075,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,155.372,2
1315,CA-2016-145919,18/12/16,HG-14965,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6
1316,CA-2016-145919,18/12/16,HG-14965,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8
1317,CA-2016-145919,18/12/16,HG-14965,OFF-SU-10003505,Premier Electric Letter Opener,579.3,5
1318,CA-2017-157651,10/12/17,HA-14920,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,14.2,1
1319,CA-2014-160773,1/7/14,LW-16825,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2
1320,CA-2014-160773,1/7/14,LW-16825,OFF-BI-10000546,Avery Durable Binders,5.184,6
1321,CA-2017-167703,3/2/17,MC-17575,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,5.229,3
1322,CA-2017-167703,3/2/17,MC-17575,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",285.552,2
1323,CA-2017-121804,3/3/17,LP-17095,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5
1324,CA-2017-162635,9/10/17,EB-14170,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,10.816,4
1325,CA-2014-107153,28/9/14,GZ-14545,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",46.26,3
1326,US-2014-117058,27/5/14,LE-16810,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,17.46,6
1327,CA-2015-120439,14/6/15,AD-10180,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072,6
1328,CA-2016-128258,30/3/16,CP-12085,OFF-PA-10004156,Xerox 188,11.34,1
1329,CA-2017-106033,15/10/17,FG-14260,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4
1330,CA-2016-142762,23/5/16,LD-17005,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",37.05,3
1331,CA-2017-127705,2/6/17,AB-10255,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1
1332,CA-2017-127705,2/6/17,AB-10255,OFF-ST-10004507,Advantus Rolling Storage Box,27.44,2
1333,CA-2014-122567,16/2/14,MN-17935,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,1.08,3
1334,CA-2014-122567,16/2/14,MN-17935,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2
1335,CA-2014-121664,6/5/14,HP-14815,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,140.736,8
1336,CA-2016-122133,16/5/16,JR-15670,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",552.56,4
1337,US-2017-123281,2/4/17,JF-15190,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,25.11,3
1338,CA-2017-100524,31/3/17,CM-12115,FUR-FU-10004018,Tensor Computer Mounted Lamp,29.78,2
1339,CA-2017-100524,31/3/17,CM-12115,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,677.58,3
1340,CA-2017-100524,31/3/17,CM-12115,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8
1341,CA-2017-113481,2/1/17,AS-10045,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2
1342,CA-2017-113481,2/1/17,AS-10045,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5
1343,CA-2017-113481,2/1/17,AS-10045,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6
1344,CA-2015-131758,28/5/15,KB-16315,OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,47.82,3
1345,CA-2015-131758,28/5/15,KB-16315,OFF-LA-10000262,Avery 494,13.05,5
1346,CA-2014-118339,17/3/14,BN-11515,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2
1347,CA-2014-118339,17/3/14,BN-11515,OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,7
1348,CA-2014-118339,17/3/14,BN-11515,OFF-AR-10003829,Newell 35,19.68,6
1349,CA-2014-118339,17/3/14,BN-11515,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10
1350,CA-2014-118339,17/3/14,BN-11515,OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6
1351,CA-2014-153976,3/10/14,BP-11290,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",258.279,3
1352,CA-2016-162901,28/3/16,AS-10045,OFF-ST-10000649,Hanging Personal Folder File,31.4,2
1353,CA-2017-162978,4/5/17,LW-16990,TEC-PH-10003092,Motorola L804,183.96,5
1354,CA-2017-162978,4/5/17,LW-16990,OFF-PA-10002250,Things To Do Today Pad,17.61,3
1355,CA-2017-162978,4/5/17,LW-16990,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,300.904,1
1356,US-2014-160444,5/7/14,DC-12850,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3
1357,US-2014-160444,5/7/14,DC-12850,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,11
1358,CA-2016-145247,5/5/16,ND-18370,OFF-PA-10003641,Xerox 1909,79.14,3
1359,CA-2017-160045,26/4/17,LB-16735,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",1.988,1
1360,US-2014-151925,26/9/14,KT-16465,FUR-CH-10002961,"Leather Task Chair, Black",145.568,2
1361,CA-2017-125199,19/10/17,HM-14860,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,7
1362,CA-2017-125199,19/10/17,HM-14860,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4
1363,CA-2017-125199,19/10/17,HM-14860,TEC-PH-10001336,Digium D40 VoIP phone,309.576,4
1364,US-2017-155425,10/11/17,AB-10600,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,38.388,14
1365,US-2017-155425,10/11/17,AB-10600,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,95.994,2
1366,US-2017-155425,10/11/17,AB-10600,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,239.952,6
1367,US-2017-155425,10/11/17,AB-10600,TEC-PH-10002563,Adtran 1202752G1,201.584,2
1368,US-2017-155425,10/11/17,AB-10600,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,4
1369,CA-2017-133249,8/7/17,SZ-20035,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5
1370,US-2015-103471,24/12/15,JR-15670,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,7
1371,US-2015-103471,24/12/15,JR-15670,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",14.04,3
1372,CA-2017-136672,7/3/17,MG-17890,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3
1373,US-2014-157021,1/4/14,KM-16720,OFF-LA-10002312,Avery 490,29.6,2
1374,US-2014-157021,1/4/14,KM-16720,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,4
1375,CA-2015-120362,14/9/15,CA-12265,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",912.75,5
1376,CA-2014-126361,4/8/14,VD-21670,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,1089.75,3
1377,CA-2014-126361,4/8/14,VD-21670,OFF-PA-10000806,Xerox 1934,447.84,8
1378,CA-2014-126361,4/8/14,VD-21670,OFF-AR-10000896,Newell 329,16.4,5
1379,CA-2014-126361,4/8/14,VD-21670,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,399.96,5
1380,CA-2014-126361,4/8/14,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5
1381,CA-2014-126361,4/8/14,VD-21670,OFF-BI-10002852,Ibico Standard Transparent Covers,13.184,1
1382,US-2016-100566,3/9/16,JK-16120,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",83.952,3
1383,US-2016-108504,5/2/16,PP-18955,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1
1384,US-2016-108504,5/2/16,PP-18955,OFF-PA-10001289,White Computer Printout Paper by Universal,348.84,9
1385,US-2016-108504,5/2/16,PP-18955,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,9.45,5
1386,US-2016-108504,5/2/16,PP-18955,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",18.84,3
1387,US-2016-108504,5/2/16,PP-18955,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2
1388,US-2016-108504,5/2/16,PP-18955,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2
1389,US-2016-108504,5/2/16,PP-18955,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3
1390,US-2016-108504,5/2/16,PP-18955,TEC-PH-10003645,Aastra 57i VoIP phone,484.83,3
1391,US-2016-108504,5/2/16,PP-18955,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3
1392,US-2016-108504,5/2/16,PP-18955,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3
1393,US-2016-108504,5/2/16,PP-18955,OFF-PA-10003892,Xerox 1943,342.37,7
1394,CA-2017-124828,3/7/17,YS-21880,OFF-AR-10003514,4009 Highlighters by Sanford,9.552,3
1395,US-2017-117247,9/10/17,CK-12760,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",652.45,5
1396,US-2017-117247,9/10/17,CK-12760,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,66.645,3
1397,CA-2016-124485,24/11/16,NC-18340,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,4
1398,CA-2016-124485,24/11/16,NC-18340,OFF-PA-10004971,Xerox 196,11.56,2
1399,CA-2016-124485,24/11/16,NC-18340,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,4
1400,CA-2016-124485,24/11/16,NC-18340,OFF-PA-10004888,Xerox 217,6.48,1
1401,CA-2016-159212,1/11/16,KM-16375,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2
1402,CA-2016-159212,1/11/16,KM-16375,OFF-EN-10002230,Airmail Envelopes,251.79,3
1403,US-2016-161396,19/4/16,GM-14455,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2
1404,US-2016-161396,19/4/16,GM-14455,OFF-PA-10000418,Xerox 189,419.4,5
1405,US-2014-118486,6/4/14,SD-20485,OFF-SU-10004498,Martin-Yale Premier Letter Opener,10.304,1
1406,US-2014-118486,6/4/14,SD-20485,FUR-TA-10001039,KI Adjustable-Height Table,154.764,3
1407,US-2014-118486,6/4/14,SD-20485,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,2
1408,CA-2016-130407,2/9/16,KD-16270,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,75.48,2
1409,CA-2016-130407,2/9/16,KD-16270,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,39.98,2
1410,US-2016-122245,25/9/16,AB-10105,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,393.165,3
